# Electric Meter Monitor
# Date,2026-04-23 14:24:45
# SampleInterval,500
# Rows,30
# Signal,0,Voltage,V,FF1E90FF,1
# Signal,1,Current,A,FF00DC96,0
# Signal,2,P Active,W,FFFFB932,2
# Signal,3,Q React.,VAR,FFFF6432,2
# Signal,4,S Apprt.,VA,FFC882FF,2
# Signal,5,PF,PF,FFFF6E6E,2
# Signal,6,Frequency,Hz,FF8CC8FF,4
# Signal,7,Phase Dir,,FFFFDC00,4
# Signal,8,THDi 3,%,FF00A046,3
# Signal,9,THDi N,%,FF00FAAA,3
# Signal,10,THDu 3N,%,FFAAE6FF,3
# Signal,11,Current L3,A,FF008C64,0
# Signal,12,Current N,A,FF006E50,0
# Signal,13,Voltage 3N,V,FFAAE6FF,1
# Signal,14,P Active L3,W,FFD7A028,2
# Signal,15,Q React. L3,VAR,FFD75A28,2
# Signal,16,S Apprt. L3,VA,FFB46ED7,2
# Signal,17,PF L3,PF,FFD75A5A,2
# Signal,18,Angle U1-2,°,FFC8FFC8,4
# Signal,19,Angle U2-3,°,FFB4EBB4,4
# Signal,20,Angle U3-1,°,FFA0D7A0,4
Time (s),Voltage (V),Current (A),P Active (W),Q React. (VAR),S Apprt. (VA),PF (PF),Frequency (Hz),Phase Dir,THDi 3 (%),THDi N (%),THDu 3N (%),Current L3 (A),Current N (A),Voltage 3N (V),P Active L3 (W),Q React. L3 (VAR),S Apprt. L3 (VA),PF L3 (PF),Angle U1-2 (°),Angle U2-3 (°),Angle U3-1 (°)
0.3235573,237.56,0,0,0,0,1,50.02,-1,0,1.2,1.8,0,0,237.39,0,0,0,1,120,121,119
0.821546,237.5,0,0,0,0,1,50.02,-1,0,2.5,1.8,0,0,237.26,0,0,0,1,120,121,119
1.3377395,237.45,0,0,0,0,1,50.02,-1,0,2.5,1.8,0,0,237.19,0,0,0,1,121,120,119
1.8206697,237.57,0,0,0,0,1,50.02,-1,1.4,1.2,1.8,0,0,237.35,0,0,0,1,121,120,119
2.3219271,237.5,0,0,0,0,1,50.02,-1,1.4,1.2,1.7,0,0,237.24,0,0,0,1,121,120,119
2.8279628,237.48,0,0,0,0,1,50.02,-1,1.1,0,1.7,0,0,237.32,0,0,0,1,120,120,120
3.3250329,237.39,0,0,0,0,1,50.02,-1,1.1,0,1.8,0,0,237.15,0,0,0,1,120,120,119
3.8337578,237.48,0,0,0,0,1,50.02,-1,1.7,0,1.8,0,0,237.34,0,0,0,1,120,121,119
4.3288666,237.63,0,0,0,0,1,50.02,-1,1.7,0,1.9,0,0,237.43,0,0,0,1,120,121,119
4.8211215,237.72,0,0,0,0,1,50.02,-1,0,0.6,1.9,0,0,237.52,0,0,0,1,120,121,119
5.3271907,237.54,0,0,0,0,1,50.02,-1,0,0.6,1.9,0,0,237.28,0,0,0,1,120,121,119
5.8174266,237.46,0,0,0,0,1,50.02,-1,0,3.2,1.9,0,0,237.24,0,0,0,1,121,120,119
6.3289613,237.61,0,0,0,0,1,50.02,-1,0,1.3,1.9,0,0,237.39,0,0,0,1,121,120,119
6.8191676,237.78,0,0,0,0,1,50.02,-1,0,1.3,1.9,0,0,237.59,0,0,0,1,120,120,120
7.3281694,237.76,0,0,0,0,1,50.02,-1,0.1,2.6,1.9,0,0,237.61,0,0,0,1,120,120,120
7.8152304,237.63,0,0,0,0,1,50.02,-1,0.1,2.6,1.8,0,0,237.46,0,0,0,1,120,121,119
0.4774263,237.5,0,0,0,0,1,50.02,-1,0,0,1.8,0,0,237.34,0,0,0,1,120,121,119
0.9822851,237.34,0,0,0,0,1,50.02,-1,0,0,1.8,0,0,237.13,0,0,0,1,120,121,119
1.5016249,237.34,0,0,0,0,1,50.02,-1,0,0.4,1.8,0,0,237.17,0,0,0,1,120,121,119
2.0133167,237.32,0,0,0,0,1,50.02,-1,0,0.4,1.7,0,0,237.06,0,0,0,1,121,120,119
2.5225577,237.19,0,0,0,0,1,50.02,-1,0,2.9,1.7,0,0,237.04,0,0,0,1,120,120,119
3.000983,237.26,0,0,0,0,1,50.02,-1,0,2.9,1.8,0,0,237.06,0,0,0,1,120,120,120
3.5107054,237.26,0,0,0,0,1,50.02,-1,0,1.9,1.8,0,0,237.19,0,0,0,1,120,121,119
3.9945476,237.12,0,0,0,0,1,50.02,-1,0,1.9,1.8,0,0,236.93,0,0,0,1,120,121,119
4.4963248,237.13,0,0,0,0,1,50.02,-1,0.5,3,1.8,0,0,237.01,0,0,0,1,120,120,119
5.0119232,237.15,0,0,0,0,1,50.02,-1,0.5,3,1.7,0,0,237.06,0,0,0,1,120,120,119
5.4909048,236.99,0,0,0,0,1,50.01,-1,0,3.9,1.7,0,0,236.7,0,0,0,1,120,121,119
5.9991604,236.92,0,0,0,0,1,50.01,-1,0,3.9,1.7,0,0,236.82,0,0,0,1,121,120,119
6.5003666,236.86,0,0,0,0,1,50.01,-1,0,5.7,1.7,0,0,236.75,0,0,0,1,120,120,120
6.9955557,237.13,0,0,0,0,1,50.01,-1,0,5.7,1.7,0,0,237.1,0,0,0,1,120,121,119
# HD_Rows,30
# HD_Group,2,HDI3
# HD_Group,3,HDIN
# HD_Group,9,HDU3N
# HD_Orders,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
# HD_SECTION
Time (s),HDI3_H2 (%),HDI3_H3 (%),HDI3_H4 (%),HDI3_H5 (%),HDI3_H6 (%),HDI3_H7 (%),HDI3_H8 (%),HDI3_H9 (%),HDI3_H10 (%),HDI3_H11 (%),HDI3_H12 (%),HDI3_H13 (%),HDI3_H14 (%),HDI3_H15 (%),HDI3_H16 (%),HDI3_H17 (%),HDI3_H18 (%),HDI3_H19 (%),HDI3_H20 (%),HDI3_H21 (%),HDI3_H22 (%),HDI3_H23 (%),HDI3_H24 (%),HDI3_H25 (%),HDI3_H26 (%),HDI3_H27 (%),HDI3_H28 (%),HDI3_H29 (%),HDI3_H30 (%),HDI3_H31 (%),HDIN_H2 (%),HDIN_H3 (%),HDIN_H4 (%),HDIN_H5 (%),HDIN_H6 (%),HDIN_H7 (%),HDIN_H8 (%),HDIN_H9 (%),HDIN_H10 (%),HDIN_H11 (%),HDIN_H12 (%),HDIN_H13 (%),HDIN_H14 (%),HDIN_H15 (%),HDIN_H16 (%),HDIN_H17 (%),HDIN_H18 (%),HDIN_H19 (%),HDIN_H20 (%),HDIN_H21 (%),HDIN_H22 (%),HDIN_H23 (%),HDIN_H24 (%),HDIN_H25 (%),HDIN_H26 (%),HDIN_H27 (%),HDIN_H28 (%),HDIN_H29 (%),HDIN_H30 (%),HDIN_H31 (%),HDU3N_H2 (%),HDU3N_H3 (%),HDU3N_H4 (%),HDU3N_H5 (%),HDU3N_H6 (%),HDU3N_H7 (%),HDU3N_H8 (%),HDU3N_H9 (%),HDU3N_H10 (%),HDU3N_H11 (%),HDU3N_H12 (%),HDU3N_H13 (%),HDU3N_H14 (%),HDU3N_H15 (%),HDU3N_H16 (%),HDU3N_H17 (%),HDU3N_H18 (%),HDU3N_H19 (%),HDU3N_H20 (%),HDU3N_H21 (%),HDU3N_H22 (%),HDU3N_H23 (%),HDU3N_H24 (%),HDU3N_H25 (%),HDU3N_H26 (%),HDU3N_H27 (%),HDU3N_H28 (%),HDU3N_H29 (%),HDU3N_H30 (%),HDU3N_H31 (%)
0.3236357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0,0.1,0.1,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0.2,0,0.2,0.4,0.2,0.1,0.2,0.1,0.1,0.1,0,0.2,0,1.4,0,1,0,0.2,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0.1,0,0.1,0,0.1
0.4774689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.4,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.3,0,0.1,0,0,0,0.1,0,0.1
0.8216116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.5,0.1,0.2,0.1,0.4,0.1,0.2,0.4,0.3,0.4,0.5,0.3,0.2,0.4,0.1,0.7,0.3,0.3,0.2,0.4,0.7,0.4,0.8,0.3,0.3,0.2,0.3,0.4,0,0.2,0,1.4,0,1,0,0.2,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0.1,0,0.1,0,0.1
0.982325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.4,0,1,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0.1,0,0,0,0.1
1.337812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.5,0.1,0.2,0.1,0.4,0.1,0.2,0.4,0.3,0.4,0.5,0.3,0.2,0.4,0.1,0.7,0.3,0.3,0.2,0.4,0.7,0.4,0.8,0.3,0.3,0.2,0.3,0.4,0,0.2,0,1.5,0,0.9,0,0.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0
1.5025715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,1.4,0,1,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0.1,0,0,0,0.1
1.8213253,0.4,0.3,0,0.3,0.2,0.4,0,0.1,0.3,0.4,0,0.1,0.1,0.1,0.1,0.4,0.3,0,0.1,0.1,0.4,0.2,0.1,0,0.1,0.2,0.2,0.1,0.1,0,0.1,0.2,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.2,0.1,0,0.2,0.1,0.1,0.1,0,0.2,0.2,0,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0,0,0.2,0,1.5,0,0.9,0,0.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0
2.0133575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,1.3,0,1,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
2.3219662,0.4,0.3,0,0.3,0.2,0.4,0,0.1,0.3,0.4,0,0.1,0.1,0.1,0.1,0.4,0.3,0,0.1,0.1,0.4,0.2,0.1,0,0.1,0.2,0.2,0.1,0.1,0,0.1,0.2,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.2,0.1,0,0.2,0.1,0.1,0.1,0,0.2,0.2,0,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0,0,0.1,0,1.4,0,1,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0
2.5225969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.8,0.9,0.7,0.2,0.2,0.5,0.6,0.2,0.3,0.2,0.2,0.3,0,0.9,0,0.1,0.7,0,0.3,0.4,0.3,0.1,0.7,0.5,0.4,0.4,0.4,0.1,0,0.2,0,1.3,0,1,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
2.8280101,0,0.2,0.1,0,0,0,0.1,0.1,0.2,0.3,0.1,0,0.1,0.1,0,0.5,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.4,0,1,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0
3.0010202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.8,0.9,0.7,0.2,0.2,0.5,0.6,0.2,0.3,0.2,0.2,0.3,0,0.9,0,0.1,0.7,0,0.3,0.4,0.3,0.1,0.7,0.5,0.4,0.4,0.4,0.1,0,0.2,0,1.4,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0,0,0.1,0,0.1
3.3250814,0,0.2,0.1,0,0,0,0.1,0.1,0.2,0.3,0.1,0,0.1,0.1,0,0.5,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.4,0,1,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0,0,0.1,0,0.1
3.5107496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.2,0.1,0.1,0.3,0.5,0,0.3,0.5,0.1,0.3,0.3,0.3,0.4,0.5,0.2,0.1,0,0.3,0.3,0.2,0.5,0.1,0.2,0.1,0.5,0.2,0.4,0,0.2,0,1.4,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0.1,0,0,0,0.1,0,0.1
